1,246,79,1024,-1
2,94,57,163,-1
3,113,55,189,-1
4,113,58,185,-1
5,110,56,182,-1
6,114,60,191,-1
7,111,57,188,-1
8,110,62,186,-1
9,109,56,181,-1
10,126,57,195,-1
11,114,56,183,-1
12,114,59,188,-1
13,127,59,202,-1
14,112,58,185,-1
15,118,57,199,-1
16,114,60,200,-1
17,109,56,178,-1
18,111,55,183,-1
19,110,58,181,-1
20,116,61,195,-1
21,109,61,188,-1
22,113,57,189,-1
23,109,55,177,-1
24,109,57,177,-1
25,115,56,185,-1
26,114,56,185,-1
27,120,60,209,-1
28,110,57,179,-1
29,110,58,190,-1
30,110,55,178,-1
31,110,57,193,-1
32,111,63,206,-1
33,111,59,189,-1
34,111,55,183,-1
35,112,71,197,-1
36,113,58,186,-1
37,112,60,187,-1
38,112,57,184,-1
39,113,58,190,-1
40,115,57,190,-1
41,111,58,184,-1
42,112,61,188,-1
43,116,58,195,-1
44,114,60,194,-1
46,116,57,511,-1
47,113,57,187,-1
48,111,65,191,-1
49,119,63,204,-1
50,113,57,189,-1
51,111,56,183,-1
52,115,59,190,-1
53,110,58,187,-1
54,113,58,188,-1
55,113,63,193,-1
56,114,56,187,-1
57,112,57,189,-1
58,123,58,200,-1
59,112,76,203,-1
60,113,56,200,-1
61,110,59,183,-1
62,124,60,203,-1
63,114,57,185,-1
64,125,59,203,-1
65,121,58,198,-1
66,109,56,174,-1
67,110,56,182,-1
68,569,57,718,-1
69,110,67,195,-1
70,117,57,191,-1
4571,112,55,213,-1
72,117,58,192,-1
73,112,57,185,-1
74,111,57,187,-1
75,114,57,188,-1
76,110,56,183,-1
77,115,57,189,-1
78,112,57,185,-1
79,114,58,188,-1
,120.7307692,58.64102564,210.8333333,
