ID usuario,Tiempo creacion de certificado,Tiempo ACT,Tiempo Total,Tiempo Real
6.15141E+14,139,38,1385,-1
31,186,86,895,-1
28,113,49,986,-1
26,91,46,1094,-1
29,116,78,942,-1
27,113,48,1017,-1
20,271,88,1422,-1
25,150,66,1222,-1
24,176,49,1245,-1
19,214,72,1586,-1
21,212,76,1428,-1
17,549,75,1730,-1
30,280,74,921,-1
23,228,76,1433,-1
18,411,72,1606,-1
16,258,109,1780,-1
41,122,46,201,-1
33,161,80,292,-1
37,161,74,294,-1
45,172,63,268,-1
32,169,87,318,-1
40,152,85,295,-1
35,155,92,304,-1
39,155,88,304,-1
42,151,90,303,-1
36,185,102,342,-1
34,188,82,351,-1
46,174,70,337,-1
38,188,93,363,-1
44,180,75,339,-1
43,241,69,352,-1
47,186,72,310,-1
48,139,79,260,-1
50,132,58,217,-1
54,141,61,224,-1
52,161,74,264,-1
51,176,59,276,-1
55,172,60,265,-1
58,144,60,226,-1
49,161,109,307,-1
56,135,119,283,-1
59,158,69,244,-1
62,152,92,286,-1
53,195,139,395,-1
57,153,141,343,-1
61,172,85,320,-1
60,172,75,323,-1
63,166,78,316,-1
65,170,77,280,-1
66,161,73,277,-1
67,182,67,309,-1
64,193,60,403,-1
69,158,67,353,-1
68,153,66,358,-1
70,140,87,380,-1
71,155,86,396,-1
74,139,68,319,-1
73,137,70,340,-1
72,143,84,349,-1
75,161,78,316,-1
77,155,64,279,-1
76,147,80,318,-1
78,136,69,307,-1
79,131,65,318,-1
82,122,70,272,-1
81,148,75,323,-1
80,147,66,402,-1
84,142,67,292,-1
86,143,61,292,-1
87,144,59,265,-1
83,134,58,398,-1
85,153,110,365,-1
88,124,66,304,-1
89,167,69,320,-1
92,123,65,315,-1
91,128,71,360,-1
94,166,64,324,-1
95,134,111,328,-1
93,131,108,372,-1
97,150,71,275,-1
90,183,79,516,-1
96,152,79,386,-1
100,169,92,402,-1
101,153,90,369,-1
99,169,116,433,-1
98,175,82,459,-1
104,199,88,339,-1
102,296,68,427,-1
107,170,77,362,-1
106,175,75,408,-1
103,353,72,518,-1
105,227,70,456,-1
110,152,70,284,-1
109,150,59,340,-1
108,174,102,407,-1
112,126,67,301,-1
113,118,66,280,-1
111,127,70,384,-1
114,207,64,344,-1
117,150,78,300,-1
115,203,110,379,-1
118,127,73,357,-1
121,140,63,292,-1
119,148,64,363,-1
120,223,72,332,-1
116,350,67,507,-1
122,195,97,400,-1
123,141,79,400,-1
127,138,80,308,-1
125,195,80,359,-1
124,199,99,411,-1
128,165,60,344,-1
126,186,69,429,-1
132,144,55,267,-1
133,117,99,296,-1
129,235,85,440,-1
130,135,95,450,-1
134,185,75,356,-1
131,149,80,529,-1
136,286,75,430,-1
138,161,77,405,-1
135,309,79,514,-1
137,309,82,460,-1
140,237,64,455,-1
144,185,67,326,-1
142,202,68,397,-1
141,277,70,440,-1
148,174,77,319,-1
145,196,70,427,-1
146,174,98,369,-1
139,256,85,602,-1
147,195,89,463,-1
149,228,93,378,-1
143,248,73,664,-1
151,286,62,415,-1
153,135,67,356,-1
150,295,64,453,-1
152,266,83,404,-1
156,222,87,366,-1
154,217,89,433,-1
155,211,70,465,-1
159,223,71,376,-1
158,236,66,397,-1
160,212,63,317,-1
157,212,78,436,-1
161,153,78,325,-1
162,179,69,312,-1
163,171,71,278,-1
167,161,71,302,-1
165,227,89,334,-1
166,158,97,325,-1
164,189,78,409,-1
169,188,62,355,-1
170,211,90,330,-1
171,170,92,339,-1
168,190,103,422,-1
173,140,65,298,-1
177,132,66,244,-1
175,166,66,310,-1
172,189,74,318,-1
174,254,75,415,-1
182,220,62,346,-1
176,274,63,491,-1
184,160,64,309,-1
185,161,68,297,-1
186,152,63,276,-1
181,259,62,440,-1
179,317,62,515,-1
180,322,64,471,-1
183,158,56,412,-1
178,297,84,547,-1
187,218,60,357,-1
188,159,62,309,-1
190,163,60,299,-1
191,179,57,355,-1
192,197,82,359,-1
193,168,89,316,-1
189,210,88,462,-1
195,181,118,345,-1
198,299,93,474,-1
194,360,80,581,-1
201,245,115,462,-1
196,356,115,580,-1
197,356,119,611,-1
199,291,99,566,-1
203,235,81,524,-1
202,238,106,567,-1
200,280,82,704,-1
204,317,78,581,-1
209,214,78,419,-1
206,310,70,496,-1
208,230,77,513,-1
207,266,77,548,-1
213,249,30,363,-1
205,187,60,728,-1
210,189,66,529,-1
211,328,58,430,-1
